cell_id,cluster_label,gene_000,gene_001,gene_002,gene_003,gene_004,gene_005,gene_006,gene_007,gene_008,gene_009,gene_010,gene_011,gene_012,gene_013,gene_014,gene_015,gene_016,gene_017,gene_018,gene_019
cell_010,2,1.9366248329279954,-5.070425272497835,-3.137479998127386,-2.5739696797432434,-5.9346696063639985,-2.5470302940010847,-3.790077232492976,-2.5100766176047573,0.7857712665748703,-1.0542351508149364,0.07530614120697887,-2.874325570281138,-2.7363286652766314,3.8933881151865957,1.4245487019498055,0.07949759983672822,-3.3888220685774937,2.340213790972917,-1.890232112167764,-0.45066657113282194
cell_011,3,5.722456894885857,0.8296387656615367,1.105434672335457,0.9346365302588123,3.678087759250792,3.094988923797535,-3.3226468132087454,-3.079493716830431,-1.3915705892086505,-3.84477388255858,-2.4478836548600884,4.103167688238538,3.76477723737973,-1.4806093592838745,1.8668127867980338,-2.67500206382105,3.218820102514567,0.20661785273366196,-1.310234935636043,-1.0112026137301648
cell_012,0,2.8368025755013218,-6.394321731477714,-1.6341211195596468,-4.300924779403855,3.6555927244737205,1.9696743964867514,3.0088606466668226,-2.5226909160329267,-0.26560510691459815,-6.214946916780475,-2.57884575799547,-0.5313590450986807,-4.645603919185172,-3.383779184777806,2.5976394868101553,-0.6892143045146932,-2.5416696449839,2.3440075112390693,2.4327363276020493,-4.766493462372815
cell_013,1,3.2197938310881407,1.429632198779398,-1.0791799366078791,-3.3675647764342678,3.8171167182413126,-0.22444166495465123,-3.4392495689266793,-4.1665217876833855,2.965603849519827,0.40977021590049,4.056035510792244,2.18013527930574,0.7298314776388117,4.583592279079357,-0.7215286520625787,0.42762300863156305,3.9051297405116046,1.0386287957852374,4.28073884080259,1.3114287400473308
cell_014,2,1.9524305216202904,-5.229577955784647,-3.473113235919576,-2.698709820091545,-4.989670345391573,-1.979453999386457,-4.027267555911031,-0.9641831868410544,3.180308304808114,-1.3323002334413685,-2.536604090705872,-3.2100925175173485,-2.390500513042021,3.175792001002699,1.279959230623494,1.3208671039833897,-3.656155794976931,1.676527241173207,-3.9729804700309637,0.22390140186400798
cell_015,3,4.7675166421278,0.7360535067940772,0.27117872519036185,2.6096174763350417,2.8807687666640502,3.145476962927911,-2.1272113212391957,-4.079703295198843,-0.7257137824518607,-2.762976823952099,-1.9839852743911375,3.794814263501449,3.4464443631273083,-0.8963514535669288,2.2122869754377414,-1.0420029489146319,3.1923448365815323,0.037846387548648,-2.85549649460606,-3.272832785628096
cell_016,0,0.875760581035959,-4.552697215852976,-3.9465325006540164,-2.479282095942181,2.5038398374080786,1.2993737522795077,4.751337511808739,-3.641459334751633,-1.2658091195194168,-5.238041103036036,-2.2574990715944234,-1.1593059664992356,-5.000738246964652,-3.5164607151132556,1.5547463655184015,0.6183160239447782,-2.766163447621609,1.8005352997346193,3.2767549944838725,-5.187006204193164
cell_017,1,2.089508592282014,2.5588737873684533,-1.1749775981387305,-2.2845573659647824,3.9741668553063647,-1.6129201168051832,-4.119495724273672,-4.102924919065013,3.4832558325362886,-0.33437127855625937,3.731271159964323,2.819882564003753,1.26665963523406,6.530817132989186,-1.4698299828250796,0.49149177158722057,3.301873494628621,2.738945884209226,2.2320932249198266,1.162135828733539
cell_018,2,0.8690532681904843,-6.607012789141927,-4.337683476674881,-3.2115352085456266,-3.346859879227164,-3.3667794667623134,-4.171951833327843,-3.151074177042994,1.8456048252237982,-2.2332474298998086,-0.2440685880270419,-3.6994140236989486,-2.9420837298917664,4.464738713446885,1.5001228291282258,2.2310621276721903,-3.1922876875444937,1.3250005488147925,-3.8142432816577685,-1.663672737117789
cell_019,3,5.475267283270946,1.7070320055906967,0.4739846193367527,2.5418282859014543,3.005722068155481,2.651012116812768,-2.5649109568923265,-3.4564525347477995,-1.9242960636680546,-2.6032303672947608,-3.726841194306568,4.9779388900037125,3.2935599653290564,-1.5782731777209014,0.03309874063703022,-0.2091314223413483,3.079925683014552,-1.0333553649863447,-1.5043334271373636,-3.601301511839674
cell_020,0,1.3307039562802498,-4.690487582908938,-3.048552266975082,-1.6935462172717939,3.563734783499658,0.18970087135315117,2.76260343912965,-3.484025911711433,-1.823201111441147,-5.012937688472914,-2.7099785812969004,0.6070329468843122,-4.913242378690412,-2.9354467572918845,0.8774580439148473,1.4833040847792807,-3.1918448651144598,1.1644431488198903,2.684994097511679,-4.849953610631842
cell_021,1,2.923662034808107,1.8514226126301856,-2.4085195213884787,-2.8080747664917554,5.7033646554584205,-1.4395360706501859,-3.4866733472003486,-3.362381927090497,4.217332288267141,1.2799457147562046,3.241088556729722,2.988523684554811,0.41734677502923345,3.952022924781743,-1.1955775443517198,-0.990326000499284,3.289326451525873,1.51589539268046,4.605853624158935,0.8945432744852941
cell_022,2,2.7882302190944745,-4.542186174796504,-3.5397983203219794,-3.235224138154364,-4.977867733273548,-3.765009311307141,-3.483019457487302,-2.3863557174577172,1.813096354656255,-1.2929330664339704,-0.4629506930534665,-2.0567754595740535,-2.846492185730588,4.14709310836886,1.054090983046241,-0.20573960392287072,-2.748439801698333,3.2423038100583774,-3.3711177754000743,-1.5999993571827233
cell_023,3,5.767957529477598,-0.47597223267146394,0.7114775944947621,1.9607696891789799,2.971833558277718,3.8732587400699483,-1.9329309451153613,-4.887923359117988,-1.9148263114506487,-2.633010411081938,-3.2998674910601764,3.382537201859452,4.867635027683797,-1.030821071782659,2.192919717860363,-1.9191497252142193,5.810152029112102,1.1726507383198008,-2.200752599818447,-3.2571014447721467
cell_024,0,0.7011239177435026,-4.41505354290254,-2.980118128530865,-2.7952613259171497,3.235627909469535,0.5615358792826057,5.526378633525033,-2.877244946508841,-1.7704504828572631,-5.83294084101693,-3.0403577348115385,-0.7713616792066689,-4.945616964689781,-5.076572265460252,1.315882733633648,1.8916999832952204,-3.688869540183136,0.6742017692955762,1.9026172060255626,-4.424422383025814
cell_025,1,2.877937166930355,3.533980397609655,-1.4320232800685613,-3.74294897647312,5.012348718672438,-2.039036916224208,-5.1439881084539225,-3.7912780158344748,3.3350486249077944,1.1703123539400007,3.3716485987918534,1.8890621296626144,0.6995420125409699,6.121314898308276,-2.1008958516965976,1.9103467185195617,3.0998040417382575,0.5718962069629806,5.558845460029206,0.8975387590678187
cell_026,2,3.1420407658221823,-3.887680770709084,-4.065493103516312,-2.009464685056914,-4.622336038500255,-3.745525212386421,-5.4073547989585276,-2.1384317739199705,1.8290468512832587,-1.0391436621102004,-1.5428531729600976,-3.5437432759716563,-3.119710724802525,3.9224174015573796,0.6539096899693492,0.9286903356299873,-3.3069231851940204,1.5744774475483236,-3.551615169924727,-1.8137016132142427
cell_027,3,4.891655582164312,1.8056677649047124,0.7119976249054707,2.2238632094915665,2.1069075398117985,2.4570419165996444,-2.4881277789743237,-4.166067593286557,-3.1238722096012674,-2.195248637188568,-1.92503504531143,4.286208586700799,3.687869775545301,-1.4928556863944107,1.7520812001147632,-0.5039711091865205,4.203406988673361,-0.2894846178438356,-2.977153884732302,-2.6700752121498468
cell_028,0,2.3967656143937583,-4.913228252300773,-2.3845582398938445,-3.1610953160473807,2.994460847592697,1.083251612098887,4.650197433090094,-4.880190389114211,-1.6270067032619262,-4.537276235944009,-2.7094766762825184,0.2915987234447491,-3.8846106064498436,-3.341620265293766,1.8532392521103904,-0.2784390062471872,-1.7882585558339306,1.3986237718950991,3.5235195790608564,-4.784709610171562
cell_029,1,2.4297129630168275,1.7194967005483572,-1.1960712653600691,-3.4605522975111,4.671126452045085,-2.7219101543150988,-3.9276663822975237,-4.586378143778082,2.6082744204727786,0.9135120020532731,1.5860793306537069,2.8561738592630554,1.0438912327000032,4.688408760396334,-2.0096819675579884,-0.23588874359885126,3.1731481997553592,-0.7537894612931815,3.7614504295672586,1.3050670717516812
cell_030,2,1.7962024833365442,-4.937278058971056,-2.5754434366296026,-1.8256051103470126,-3.326758829271006,-2.6573737930191794,-4.541791827129785,-2.5892760056769593,1.50240103613207,-0.10671791030161293,-1.5544089726613304,-3.7469510198061875,-3.0263070756150263,2.689478192146417,1.7441890506107685,0.0022506252441234498,-4.275421140109093,0.7104562881797292,-4.260365766047137,-0.7507140008732678
cell_031,3,3.846150213065757,0.00028372915210472804,0.7121079449223564,1.5732054787499352,3.7742712127143196,3.3524469593887183,-2.7163184247854475,-5.717206222065085,-1.9445094883908325,-1.9223836561229894,-3.3565627297856953,3.2791281451802288,4.645765913427077,-2.1854193065628214,1.2270026430169767,-1.0309111960083976,4.969853783412836,-0.20058567256071264,-2.617779124105117,-1.9880182468475702
cell_032,0,3.1118875788248865,-3.639663441288921,-1.7114096797664184,-3.6657170023974235,5.366359136092389,0.808069179291576,3.624353354233158,-4.690523029088695,0.5207316860711526,-4.3658357452386545,-3.9553202222468347,0.26762262284260385,-4.297115768882212,-3.2664099119804857,0.5226925463436044,-0.13061192833704582,-3.1450729948925544,0.9108420619111205,2.6783766070208737,-4.346836079823829
cell_033,1,2.2982345198858027,0.5962844550749564,-2.189009589915473,-2.366092484777024,4.113605676347262,0.23859256135924656,-3.679354178690633,-4.964377083060821,2.807514706048071,1.231958290783962,2.1291675949159776,4.196980789363459,-0.4304317101675693,5.275912404554251,-0.04655231570835072,0.4330459871285313,2.497357742224742,0.9667444498227673,3.906842121081698,1.4741231268568382
cell_034,2,2.0910919109462345,-5.661934104228061,-2.6871581181967668,-2.6448069012209254,-5.948668900704051,-3.230139286920723,-5.135946245733048,-1.7507804430842686,2.912176245876865,0.1353247151091601,-1.7567573243902077,-3.27884518846374,-1.7791961800497975,5.215574366783231,1.1453629832181857,0.977201306052621,-1.523070038696716,2.2053067643937165,-3.7542322162136332,-1.109514395323557
cell_035,3,5.358995396069838,0.5826841127660636,0.37077519321028474,0.9130540149239559,3.2059083590976365,4.26153873848653,-2.116141537424644,-4.75303216153455,-2.591959139878277,-2.571717607826303,-2.04958490194057,3.9797476951100093,4.9240127907427915,-2.952130276224686,1.3223496183206347,0.3505304772340194,2.5392048821624904,0.5392490517538446,-3.8322999947318204,-2.6057888007129573
cell_036,0,1.2562401938499728,-4.090457655203927,-4.773341333208313,-4.3021404687928095,1.9118991067330995,1.7965109064499023,3.2072221934811633,-4.307305254948379,-1.7297203365957277,-5.023046179436728,-3.4910331709161118,0.248769921844613,-4.2695044229672146,-1.865279442887873,0.9737095416222208,0.19502134743030536,-2.757397437639135,0.6567214250864576,3.052712129096796,-6.184755386441965
cell_037,1,3.355596377184222,1.2492407016412783,-2.363064089217362,-4.715705965003905,5.500932026596932,-1.7465418299114963,-3.1529479802945213,-3.814994886186842,2.112254922437865,0.170303168953019,3.6776283118962896,1.6847716955853462,-0.5099943245529787,4.587654337175874,-1.3562299581214716,-0.2890876065423671,3.033130438039179,0.8024033849734173,1.5450772931406251,1.1756522741300741
cell_038,2,1.3966183890664952,-3.498204623636515,-3.641116631692093,-3.3697990677560155,-3.2519810755743817,-3.9401352290267684,-4.4989251214060415,-1.7423945941103756,1.0931275626001495,-2.676055785426545,-1.1477621411418664,-3.060388021222118,-1.303137728254696,4.837464200333205,3.90892529095518,-0.2254051721136987,-3.3059533206548632,1.4379443866764647,-2.4421746617151077,-0.5479752002207341
cell_039,3,5.498463767606805,0.7781320332726193,-0.026623822560387644,0.22239859976794474,4.796119315425184,3.166574550899508,-2.918207240774627,-3.9321852861284228,-1.2447370901016934,-1.5423798844529948,-4.18900151980594,3.8580283889531524,3.9200298495807253,-1.5688842758471653,2.320174543708281,-1.8505894295969854,4.2472432060276555,1.352801559455223,-1.7976607529308444,-1.8372746157741946
cell_040,0,1.3789181683652647,-4.135790837357756,-0.8065149869506161,-2.6825790287003044,3.3438948655019978,1.0668833715639638,4.393874690353119,-3.407238333548267,-1.3823845065538518,-3.8235284467801804,-3.353817528790433,-0.590638524998234,-4.735594184045467,-1.4660316987522577,1.7461667402534746,1.1980426316757384,-3.3810319566411136,0.9546548033533266,2.1530594707885973,-5.391897501890685
cell_041,1,3.7267050533618415,1.9506761051533963,-0.43645776110485723,-3.607138154850729,4.413781980089857,-0.612709310686899,-4.591434770689064,-5.248647916337504,4.515965200105432,1.3686106144232177,1.339126774681227,2.332941324033528,0.039251315200353465,6.127029367889127,-1.7978493584911655,0.05579186815343129,2.5657259837511246,0.3419526543145094,3.0566722665573933,-0.37521812702128465
cell_042,2,1.2207604571315471,-5.827024352761583,-3.918840218777933,-3.3538603889928793,-4.619007378172236,-3.219041972859893,-4.971162024016104,-1.8376472688834478,1.318383737388323,-1.6972589723061877,-1.6693689520792594,-1.6306260430084496,-2.138370493206865,4.746848538720674,-0.5884781026351735,0.5683224651462592,-5.02541894522373,1.9503045177574825,-3.0673269453063776,-1.7448837961014694
cell_043,3,5.3101205705598415,0.5817976184966329,1.0301399557845026,0.6032550453917178,3.2191686008514617,3.0958448738815223,-2.28078264978501,-4.780808251272436,-0.29369810370474125,-2.654127109828738,-3.250968158112195,2.2214911708215013,5.178823324286721,-2.148419824955517,0.6135742563752508,0.013042568251033781,5.1338807961859665,-0.32482097447316227,-3.499135589922459,-2.1985440823173943
cell_044,0,0.8971543938244498,-5.686509884064736,-1.4150089225939926,-4.473966287620741,2.818442747533771,2.1344789514852422,5.562604319546595,-3.8704726082418968,-2.427526996078284,-5.370924595675879,-2.761886714919491,0.3380037959214519,-3.949987442086389,-4.579364102796761,1.234884628035183,1.225303562914192,-1.5604179431590637,2.3814758974091905,2.7821292248866794,-4.056928197934254
cell_045,1,4.427562392255114,2.939849568596518,-1.0185466251944613,-2.7829674596349685,3.9402232727865165,-2.7918543656852934,-3.2862632232865066,-4.3104896783715985,3.452436798899875,0.5742842721374111,2.7569572592640577,2.4835173826868884,-0.45520658480630327,4.785957649327125,-1.017812327733203,0.4585219761012832,2.699142796406425,1.8144934064571432,5.115178574302412,0.292527084722481
cell_046,2,3.0332886426516135,-3.830344916019839,-4.8436186179250695,-2.715075643936064,-4.710752474431951,-2.0466738957647763,-3.839195401072718,-1.840745497323473,1.865867536941012,-2.0708115821730235,-1.8954302900319924,-3.8832408624557697,-2.46643825903444,4.271263311795431,1.6173181140656512,0.5094639557964414,-2.563393839504582,3.024956632256988,-2.128760015446236,-0.6363992661059065
cell_047,3,5.043642497141406,1.9379367768230498,1.05729886914902,1.3246905899743124,4.460027475267444,4.134813637194335,-1.1279567360310778,-4.6508169937224935,-1.586053164770698,-1.9895041278257786,-2.892208014697209,4.924528156321576,3.666732384080894,-2.008247915013736,2.9615723881381038,-0.911908637471849,4.199084058267318,0.2941339474999526,-2.230931965060024,-2.3004271172927546
cell_048,0,1.3434166433956332,-5.726225641497569,-2.274484188930638,-3.677400428043728,2.5328331221928018,0.8218443036695846,4.655162982288395,-3.531223861226769,-0.556439201344401,-4.782134907770823,-2.4805792283359738,-1.5184457887728988,-5.612096220520032,-3.1306101036246754,1.7750519246292829,0.3858981882698871,-3.599281890300459,0.9994136664559616,2.7313442288031644,-5.789890037937091
cell_049,1,3.32179413039519,1.8134113847854505,-0.6403082942629204,-2.9127793483187174,5.159867789144986,-1.3767212500688837,-4.748683947980646,-4.781337945368039,2.29801718532172,3.340470311719793,2.2077269014216427,2.1294523993738,0.07396958219763017,4.506279542651247,-1.6818966329936058,-0.97426956668426,2.495491652535395,0.07266189946065671,3.515645330312911,0.22616192828618165
cell_050,2,1.495974155034357,-4.369052766924661,-3.187245306571136,-1.3604450546414772,-4.511024059810881,-2.491965753810492,-5.050223080376853,-1.6947655521775276,1.032697728468583,-1.024671743666933,-1.0341861946062698,-3.0436842168818714,-2.156270486472925,4.05830872836271,2.5572416527389383,1.838741140417366,-2.902618109380032,1.3471556474608168,-4.245419586845351,-1.7365348379288794
cell_051,3,4.6992314715225145,1.7584101337323998,-0.14773284116978225,2.7878017669736024,3.4313950627307843,1.1497736957013243,-3.0897729708063606,-6.747145788545042,-2.4468524849237863,-2.761893519805376,-3.378499671792644,4.1688943095446716,3.4483948128209385,-2.3282086748962705,2.7563841825862667,-0.07175919128740593,3.2320033719735637,0.5916384446847138,-3.648292320523926,-3.185414658833827
cell_052,0,2.614422181300421,-6.541535118240499,-1.789878285962445,-3.770687911759559,2.2495120417977965,1.622832305666799,5.279559046412288,-4.779094426892703,-0.8359939497446598,-4.200411953151131,-3.015042245134556,-0.604100980378729,-4.78200012704298,-2.9368143044474593,2.2060887249224668,-0.30502707045061594,-3.154898190383474,1.1510109903784906,2.960570616908368,-5.083236588004542
cell_053,1,3.0445900356687625,1.4247223592927543,-2.23724715612624,-3.092620858994615,3.696050647834496,-0.7017474679076727,-3.8986976356412493,-5.054069104920259,3.701365260046806,1.1710831929374241,3.681011839770973,3.2243975244141825,0.06914562201528779,4.164947473628512,-1.6994414630265413,-0.26446443030846334,2.6968933890650435,1.412799473731534,3.629281653362838,0.38043584678128434
cell_054,2,1.4551137135233045,-4.263447147834191,-3.1222964536620177,-2.938245758197393,-4.323420116848641,-2.8836860148656656,-4.846018740380057,-1.558522883889951,2.0336543865277514,-1.3189632626907408,-1.1933580337039364,-2.48308321248786,-2.3549597573197363,5.07957967283907,2.805160640225523,1.1557044906907898,-2.9364107788374607,2.990029313872581,-3.6364093078196644,-2.108089196177029
cell_055,3,5.620034158642904,0.1449861131439194,2.000566789764118,2.5424892526044345,3.5786721375063566,2.800875862589243,-1.3084329218686046,-5.435978326378589,-2.7736242876680817,-2.8010999800126877,-3.0996095513929114,3.6239217510341213,3.886765123583454,-1.7444652341410216,0.9033009345585435,0.2387611325614929,3.031816745503032,-1.4328597610502605,-2.050302309652715,-2.6997112304558804
cell_056,0,1.7284494685154552,-5.245068944523538,-3.076378638722815,-3.28432739751712,1.8178358960113212,2.186991680896769,3.5378289938693994,-3.521467371712895,-0.3103215265033438,-3.8695507397789237,-2.0930450289037985,0.6810351401994198,-4.118757927953471,-3.4249773087528963,1.2893370644030018,-1.0146869026553829,-2.5621933300789546,0.3536441079670588,3.415540938258699,-4.513025140354903
cell_057,1,1.9765175546518159,1.1703224570874275,-1.8769719034207226,-3.8592855263877395,4.705746869376218,-2.5583935621636504,-4.034798900474302,-5.383624665116553,1.750855375878476,1.6105912253453725,2.0270319414509492,1.8493837008579201,-0.7716094349334313,3.6040610077386432,-1.5337414756732324,0.19230361410628727,4.080116348480338,1.544807132373602,3.408174173243003,1.3796682770961168
cell_058,2,2.9389617365548864,-4.212717777942073,-3.0460701537449846,-1.2912376626840656,-2.7872629298788487,-2.1436636814203176,-2.573444433582114,-1.478984835568091,2.035931309146843,-2.2238273982333205,-2.1890298056085777,-2.944516480017129,-3.6657879346317586,3.89218282673256,2.1742237678269265,0.5591857222540578,-2.862060703094408,1.2102672622555934,-3.7608878761296056,-0.3866932388896641
cell_059,3,5.062043455874191,1.6322236202832068,1.9332765030221652,2.883585311889103,2.7270336793399155,3.8143180086653574,-3.2017145784764454,-4.693069427135513,-1.833299051834128,-1.4641590427441618,-3.793584874882929,4.790585850584213,4.182888168390426,-1.2040105737449047,1.386078015087338,-0.24095120269649484,3.5762407086432355,0.506165523288634,-2.0694062006112905,-3.6537912424303842
cell_060,0,1.720604255252045,-4.606448772750911,-2.534231891870903,-3.3568955033369896,2.1725577761816934,0.6132692636736734,5.274371248315753,-5.033234717760269,-1.309808286352659,-3.7861085671724393,-2.3455955754794973,0.629749178091432,-3.521273542201313,-3.2613376816724506,0.6616484385641854,1.1248291814247986,-2.158571147404462,0.6311453016833137,2.0818406281097612,-3.9436919619562545
cell_061,1,3.5188704288604855,0.8826148125352404,-0.9735317815991089,-4.597986925948088,4.186026369011489,-2.532702109426187,-4.582806024029689,-4.6994850356460205,2.9842950132026966,1.6166714833065243,3.30695550638946,2.8003031485739096,1.2361546133813603,4.432995636127593,-1.1507404813131143,0.9509287110023807,4.659437500609025,1.90446012634809,4.7223099274441065,1.5886932321346026
cell_062,2,2.8915306961279494,-5.969492296178537,-2.0163298881057647,-1.9357804866038912,-4.1587087312474385,-3.093895247041915,-4.330204968527225,-1.8873193778374533,2.0288250535068055,-2.5499066942456894,-1.1237072723036594,-3.3534791152029597,-3.0908639925660175,4.680643697347516,1.2173795869497968,0.5640807121304926,-3.903945547151152,2.5163070584295064,-3.3740056817818873,-2.078757883990518
cell_063,3,4.222435402561182,1.253992414825873,0.8936156858506299,1.0063709050225507,3.819004476241644,2.1007969357721503,-0.5273236013995679,-5.431799850668924,-2.4775699516392837,-2.167388540360053,-3.612076337866691,5.091202127833917,5.204809342132112,-2.163317035302894,1.6926034859203523,-1.4578887224201513,4.1454527846202165,0.7339060606764298,-1.635801376854118,-3.2571048698632716
cell_064,0,2.6309914767514018,-3.8202433845734785,-1.8606121613215327,-3.2952665515672,2.4172781734285755,1.130622121532126,4.295880292786013,-4.383788552364839,-2.5687514261716715,-3.961065360597402,-2.6604578218175785,0.9163393363408997,-4.843584089678362,-2.86085019800191,2.391105293384593,0.7596524631751576,-2.5651923954187756,3.464169616286475,2.959104414121506,-4.799663803396658
cell_065,1,4.445415479267064,1.337387788659471,-2.4302926760082646,-4.590857642348189,4.999060689544082,-1.1335499530761908,-3.479351448954585,-5.115684295702723,4.279630991060108,1.9950730187836432,2.9934336730176536,2.323371039703011,0.9027575371567702,5.024872439908106,-0.7010804958818153,-0.34846253363974933,3.1543487339488214,0.21521883585147772,4.122090564752771,1.19769462238899
cell_066,2,1.9666663695028004,-4.30431677991511,-3.9662303299893065,-1.4197801524692155,-4.575897086701222,-2.568850325657117,-3.097689930719842,-2.825464455518963,2.314631257189019,-1.252417962689583,-1.275638204416871,-2.4600932375946534,-3.3278422454822922,4.8418308191738095,1.529561419430136,1.9203316267538297,-3.4620591430552787,2.0006140220778903,-3.070264540255333,-1.2529398164428562
cell_067,3,3.956058566716952,1.2448314147240347,1.5836014536298149,1.7716595292053925,2.7321512332839117,3.33274871963603,-4.19227421657854,-6.375211361459996,-1.8487897563477227,-2.177851055551522,-2.7138521948356606,3.7148708303972864,3.6432765686185395,-2.972207793489762,1.7300365014935575,-2.3359360730571828,4.026081704062071,-0.2022180252196353,-3.7564988945585664,-2.9517272634689142
cell_068,0,2.024784981710896,-3.51071814090082,-3.4528750469101044,-2.4959578517665317,1.375952641867766,0.6907884727024143,5.198654741899938,-3.59606588502605,-1.424137241010377,-4.526805670555373,-2.300063182952907,0.19858700614709435,-2.9368173082018116,-2.527000180222807,-0.895540918547844,0.21725499597849066,-3.384854753906887,0.7293394165139649,3.1050772838175673,-5.455926743994079
cell_069,1,2.1902584335312745,3.0721183426364354,-1.1196212396612275,-3.981796482092318,5.115850444815043,-1.0939100956679506,-3.0586955972814387,-4.877086892925515,4.0988489669583785,0.5510296380632713,3.9953183898311244,2.143358543181343,-1.4551424715650751,4.759440818742935,-2.6419862455297984,0.3466867719770048,3.2474933383658313,0.8641535109943825,2.4275330948689287,-0.11906167320732264
cell_070,2,1.3700458826832458,-4.7402430522613415,-1.6902174195539466,-1.5388520196795297,-4.579836417555403,-1.6529889720702167,-5.084435695583823,-1.672246915247888,1.2166566824826062,-1.1626183777834618,-0.7874205731946003,-3.4485897055773544,-1.6892952723993433,4.359097888138847,3.409792974135402,0.8479011885016671,-2.2732736487939498,2.8089403203000454,-4.305276195541291,-0.1169477910358061
cell_071,3,4.0469048634643485,-0.3855985377646809,1.2521499865560255,2.7013052181292583,3.4701397067481867,2.551183665922701,-1.4425738407661302,-4.109503101931111,-2.370162258391372,-1.7373648565341973,-3.884804867912897,3.9819227931922634,2.922772238965952,-3.6132350960459103,0.6125526149844203,-0.06581866692930693,3.2672183943158797,-0.8515070981285731,-3.27997728167624,-1.8412391497609035
